ASN,spoofable,IP
3320 (DTAG),1,79.219.140.x/24
34549 (MEER-AS),2,178.251.230.x/24,2a00:f820:xx::/40
49009 (FFHH),2,193.96.224.x/24<br>2a03:2267:xx::/40
39138 (OPENAP-WIRELESS-NETWORKS-AS),1,2a01:a700:4axx::/40
12502 (NEPUSTILNET-AS01),2,193.105.105.x/24,2001:14f8:2xx::/40
8893 (ARTFILES-AS),1,80.252.107.x/24
30823 (COMBAHTON),2,2a01:367:c1xx::/40,5.1.80.x/24
24961 (MYLOC-AS),1,2001:4ba0:ffxx::/40
