ASN,Client Prefix,NAT,Spoof Private,Spoof Routable,Adjacency Spoofing,Date
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-08-01
60339 (H3GUK),188.29.164.x/24,yes,blocked,received,/8,2017-08-01
5607 (BSKYB-BROADBAND-AS),94.10.94.x/24,yes,blocked,blocked,none,2017-08-01
39326 (HSO-GROUP),80.71.13.x/24,yes,unknown,unknown,none,2017-08-01
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-08-01
5413 (AS5413),89.145.253.x/24,yes,rewritten,rewritten,none,2017-08-01
2856 (BT-UK-AS),86.129.182.x/24,yes,blocked,blocked,none,2017-08-01
2856 (BT-UK-AS),2a00:23c1:8cxx::/40,no,blocked,blocked,/56,2017-08-01
2856 (BT-UK-AS),86.183.93.x/24,yes,blocked,blocked,none,2017-08-01
13285 (OPALTELECOM-AS),89.240.168.x/24,yes,received,received,/8,2017-08-01
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-08-01
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,unknown,blocked,none,2017-08-01
25180 (EXPONENTIAL-E-AS),31.221.114.x/24,yes,unknown,rewritten,none,2017-08-01
25310 (ASN-CWACCESS),84.9.183.x/24,yes,blocked,blocked,none,2017-08-01
5089 (NTL),86.19.215.x/24,yes,rewritten,rewritten,none,2017-08-01
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-08-01
2856 (BT-UK-AS),86.144.204.x/24,yes,rewritten,rewritten,none,2017-07-31
13037 (ZEN-AS),82.71.26.x/24,yes,blocked,blocked,none,2017-07-31
5607 (BSKYB-BROADBAND-AS),2.122.65.x/24,yes,unknown,unknown,none,2017-07-31
5607 (BSKYB-BROADBAND-AS),2a02:c7d:12xx::/40,no,unknown,unknown,none,2017-07-31
9105 (TISCALI-UK),62.64.132.x/24,yes,rewritten,rewritten,none,2017-07-31
5089 (NTL),82.5.31.x/24,yes,unknown,unknown,none,2017-07-31
2856 (BT-UK-AS),5.81.91.x/24,yes,blocked,blocked,none,2017-07-31
42973 (MANCHESTERMETRONET),164.39.71.x/24,yes,blocked,blocked,/17,2017-07-31
5089 (NTL),82.38.0.x/24,yes,unknown,unknown,none,2017-07-31
42831 (UKSERVERS-AS),78.110.175.x/24,yes,blocked,blocked,none,2017-07-31
51561 (AS-ICUK),46.102.208.x/24,yes,blocked,blocked,none,2017-07-31
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.122.x/24,yes,blocked,blocked,none,2017-07-31
13285 (OPALTELECOM-AS),78.148.78.x/24,yes,rewritten,rewritten,none,2017-07-31
56478 (BCUBE-AS),88.98.241.x/24,yes,rewritten,rewritten,none,2017-07-31
13285 (OPALTELECOM-AS),89.240.168.x/24,yes,received,received,none,2017-07-31
2856 (BT-UK-AS),86.181.86.x/24,yes,unknown,rewritten,none,2017-07-31
12513 (ECLIPSE),213.152.59.x/24,yes,rewritten,rewritten,none,2017-07-31
5089 (NTL),82.28.86.x/24,yes,blocked,blocked,none,2017-07-31
6871 (Plusnet),143.159.94.x/24,yes,blocked,blocked,none,2017-07-31
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-07-31
2856 (BT-UK-AS),86.129.238.x/24,yes,blocked,blocked,none,2017-07-31
16082 (SPITFIRE),87.224.70.x/24,yes,unknown,unknown,none,2017-07-31
6871 (Plusnet),91.125.198.x/24,yes,blocked,blocked,none,2017-07-31
5607 (BSKYB-BROADBAND-AS),176.24.11.x/24,yes,blocked,blocked,none,2017-07-31
5607 (BSKYB-BROADBAND-AS),2a02:c7f:dexx::/40,no,blocked,blocked,/64,2017-07-31
41811 (CONVERGENCE-GROUP),137.221.128.x/24,yes,unknown,unknown,none,2017-07-31
25180 (EXPONENTIAL-E-AS),5.148.8.x/24,yes,blocked,blocked,none,2017-07-31
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-31
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-31
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-31
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-31
786 (JANET),192.41.131.x/24,yes,unknown,unknown,none,2017-07-31
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-31
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-31
5089 (NTL),77.99.239.x/24,yes,blocked,blocked,none,2017-07-31
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-31
2856 (BT-UK-AS),81.144.173.x/24,yes,blocked,blocked,none,2017-07-31
5413 (AS5413),195.147.143.x/24,yes,unknown,rewritten,none,2017-07-31
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-31
13285 (OPALTELECOM-AS),89.240.168.x/24,yes,received,received,/8,2017-07-31
13037 (ZEN-AS),82.70.196.x/24,yes,blocked,blocked,/29,2017-07-31
2856 (BT-UK-AS),86.129.238.x/24,yes,blocked,blocked,none,2017-07-31
5089 (NTL),82.2.8.x/24,yes,blocked,blocked,none,2017-07-31
5089 (NTL),82.38.0.x/24,yes,blocked,blocked,none,2017-07-31
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-30
2856 (BT-UK-AS),31.53.8.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),151.228.61.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),2a02:c7f:4cxx::/40,no,blocked,blocked,/64,2017-07-30
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-30
2856 (BT-UK-AS),86.137.162.x/24,yes,rewritten,rewritten,none,2017-07-30
6871 (Plusnet),147.147.16.x/24,yes,unknown,rewritten,none,2017-07-30
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-30
13285 (OPALTELECOM-AS),78.145.45.x/24,yes,rewritten,rewritten,none,2017-07-30
2856 (BT-UK-AS),86.129.238.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-30
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-30
43234 (TT-AOLUK-AS),92.6.238.x/24,yes,rewritten,rewritten,none,2017-07-30
6939 (HURRICANE),2001:0:41xx::/40,no,unknown,unknown,none,2017-07-30
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-07-30
6871 (Plusnet),51.9.21.x/24,yes,rewritten,rewritten,none,2017-07-30
6871 (Plusnet),81.174.242.x/24,yes,blocked,blocked,none,2017-07-30
56329 (GIGACLEAR),46.227.149.x/24,yes,rewritten,rewritten,none,2017-07-30
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.64.x/24,yes,blocked,blocked,none,2017-07-30
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-07-30
6871 (Plusnet),51.7.14.x/24,yes,rewritten,rewritten,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),94.0.133.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),2a02:c7d:90xx::/40,no,blocked,blocked,/56,2017-07-30
6871 (Plusnet),31.185.180.x/24,yes,rewritten,rewritten,none,2017-07-30
13285 (OPALTELECOM-AS),89.240.168.x/24,yes,received,received,/8,2017-07-30
2856 (BT-UK-AS),86.129.238.x/24,yes,blocked,blocked,none,2017-07-30
13285 (OPALTELECOM-AS),89.240.168.x/24,yes,received,received,/8,2017-07-30
14061 (DIGITALOCEAN-ASN),188.166.144.x/24,no,blocked,blocked,none,2017-07-30
203380 (DAInternationalGroup),130.185.251.x/24,no,unknown,unknown,none,2017-07-30
50056 (AI-NET),178.18.118.x/24,no,blocked,blocked,/26,2017-07-30
50056 (AI-NET),2a01:8000:1fxx::/40,no,blocked,blocked,/64,2017-07-30
5089 (NTL),82.38.0.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),94.12.192.x/24,yes,blocked,blocked,none,2017-07-30
5607 (BSKYB-BROADBAND-AS),94.12.192.x/24,yes,blocked,blocked,none,2017-07-30
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-07-30
5089 (NTL),86.19.215.x/24,yes,unknown,rewritten,none,2017-07-29
2856 (BT-UK-AS),31.53.8.x/24,yes,blocked,blocked,none,2017-07-29
2856 (BT-UK-AS),109.148.53.x/24,yes,blocked,blocked,none,2017-07-29
5089 (NTL),77.98.166.x/24,yes,blocked,blocked,none,2017-07-29
5607 (BSKYB-BROADBAND-AS),176.248.255.x/24,yes,blocked,blocked,none,2017-07-29
5607 (BSKYB-BROADBAND-AS),2a02:c7d:b3xx::/40,no,blocked,blocked,/64,2017-07-29
5607 (BSKYB-BROADBAND-AS),5.64.135.x/24,yes,unknown,blocked,none,2017-07-29
43234 (TT-AOLUK-AS),92.10.217.x/24,yes,rewritten,rewritten,none,2017-07-29
12496 (IDNET),212.69.53.x/24,yes,blocked,blocked,none,2017-07-29
2856 (BT-UK-AS),86.144.250.x/24,yes,blocked,blocked,none,2017-07-29
12496 (IDNET),91.135.5.x/24,yes,unknown,rewritten,none,2017-07-29
6871 (Plusnet),80.229.232.x/24,yes,rewritten,rewritten,none,2017-07-29
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-07-29
2856 (BT-UK-AS),31.53.8.x/24,yes,blocked,blocked,none,2017-07-29
5378,90.255.170.x/24,yes,blocked,blocked,none,2017-07-29
2856 (BT-UK-AS),86.137.162.x/24,yes,rewritten,rewritten,none,2017-07-29
5089 (NTL),81.99.108.x/24,yes,blocked,blocked,none,2017-07-29
5089 (NTL),82.36.107.x/24,yes,blocked,blocked,none,2017-07-29
786 (JANET),143.53.30.x/24,no,blocked,blocked,none,2017-07-29
2856 (BT-UK-AS),86.173.213.x/24,yes,blocked,blocked,none,2017-07-29
2856 (BT-UK-AS),2a00:23c5:bdxx::/40,no,blocked,blocked,/64,2017-07-29
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-07-29
13285 (OPALTELECOM-AS),89.240.168.x/24,yes,received,received,/8,2017-07-29
13285 (OPALTELECOM-AS),78.148.78.x/24,yes,rewritten,rewritten,none,2017-07-29
5089 (NTL),82.36.107.x/24,yes,blocked,blocked,none,2017-07-29
12576 (ORANGE-PCS),213.205.194.x/24,yes,rewritten,rewritten,none,2017-07-29
20860 (IOMART-AS),109.169.19.x/24,yes,blocked,blocked,none,2017-07-28
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-28
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-28
2856 (BT-UK-AS),31.53.8.x/24,yes,blocked,blocked,none,2017-07-28
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-28
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-28
56478 (BCUBE-AS),88.98.241.x/24,yes,rewritten,rewritten,none,2017-07-28
42004 (ULGRP-AS),194.105.155.x/24,yes,blocked,blocked,none,2017-07-28
42004 (ULGRP-AS),2a00:19d8:xx::/40,no,blocked,blocked,/64,2017-07-28
5089 (NTL),82.38.0.x/24,yes,blocked,blocked,none,2017-07-28
2856 (BT-UK-AS),81.138.4.x/24,yes,blocked,blocked,none,2017-07-28
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,unknown,blocked,none,2017-07-28
2856 (BT-UK-AS),194.72.102.x/24,yes,blocked,blocked,none,2017-07-28
5413 (AS5413),195.147.143.x/24,yes,unknown,rewritten,none,2017-07-28
13285 (OPALTELECOM-AS),78.148.78.x/24,yes,rewritten,rewritten,none,2017-07-28
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-07-28
12576 (ORANGE-PCS),213.205.251.x/24,yes,rewritten,rewritten,none,2017-07-28
42004 (ULGRP-AS),91.151.6.x/24,yes,blocked,blocked,none,2017-07-28
42004 (ULGRP-AS),2a00:19d8:xx::/40,no,received,received,/16,2017-07-28
2856 (BT-UK-AS),31.48.69.x/24,yes,blocked,blocked,none,2017-07-28
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-07-28
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-28
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-28
25135 (vodafone_uk_asn),148.252.128.x/24,yes,rewritten,rewritten,none,2017-07-28
42004 (ULGRP-AS),195.8.192.x/24,yes,received,received,/8,2017-07-28
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-07-28
25135 (vodafone_uk_asn),148.252.128.x/24,yes,rewritten,rewritten,none,2017-07-28
2856 (BT-UK-AS),81.129.133.x/24,yes,blocked,blocked,none,2017-07-28
29446 (CHUNKYCHIPS-AS),82.146.145.x/24,yes,blocked,blocked,none,2017-07-28
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-07-28
25180 (EXPONENTIAL-E-AS),5.148.98.x/24,yes,rewritten,rewritten,none,2017-07-28
6871 (Plusnet),51.6.221.x/24,yes,unknown,unknown,none,2017-07-28
13285 (OPALTELECOM-AS),2.99.252.x/24,yes,rewritten,rewritten,none,2017-07-28
13285 (OPALTELECOM-AS),89.240.168.x/24,yes,received,received,none,2017-07-28
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,unknown,blocked,none,2017-07-28
60339 (H3GUK),188.29.164.x/24,yes,rewritten,rewritten,none,2017-07-28
60339 (H3GUK),188.29.164.x/24,yes,rewritten,rewritten,none,2017-07-28
25135 (vodafone_uk_asn),148.252.128.x/24,yes,rewritten,rewritten,none,2017-07-28
31712 (GIGASTREAM-AS),83.142.39.x/24,no,blocked,blocked,/28,2017-07-28
60339 (H3GUK),188.29.164.x/24,yes,rewritten,rewritten,none,2017-07-28
42004 (ULGRP-AS),195.8.192.x/24,yes,blocked,blocked,none,2017-07-28
2856 (BT-UK-AS),109.148.53.x/24,yes,blocked,blocked,none,2017-07-27
9105 (TISCALI-UK),88.110.67.x/24,yes,rewritten,rewritten,none,2017-07-27
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-07-27
6871 (Plusnet),46.208.156.x/24,yes,rewritten,rewritten,none,2017-07-27
5607 (BSKYB-BROADBAND-AS),5.64.215.x/24,yes,blocked,blocked,none,2017-07-27
5607 (BSKYB-BROADBAND-AS),2a02:c7f:2xx::/40,no,blocked,blocked,/56,2017-07-27
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-07-27
5413 (AS5413),195.147.143.x/24,yes,rewritten,rewritten,none,2017-07-27
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-07-27
5089 (NTL),82.20.247.x/24,yes,blocked,blocked,none,2017-07-27
2529 (DEMON-INTERNET),62.49.161.x/24,yes,blocked,blocked,none,2017-07-27
5089 (NTL),82.36.107.x/24,yes,blocked,blocked,none,2017-07-27
5089 (NTL),80.2.114.x/24,yes,unknown,unknown,none,2017-07-27
35662 (REDSTATION),37.220.29.x/24,yes,unknown,unknown,none,2017-07-27
5413 (AS5413),212.105.162.x/24,yes,rewritten,rewritten,none,2017-07-27
6871 (Plusnet),91.125.192.x/24,yes,unknown,rewritten,none,2017-07-27
5089 (NTL),81.99.108.x/24,yes,blocked,blocked,none,2017-07-27
35662 (REDSTATION),37.220.29.x/24,yes,unknown,unknown,none,2017-07-27
13285 (OPALTELECOM-AS),2.99.252.x/24,yes,rewritten,rewritten,none,2017-07-27
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-07-27
5607 (BSKYB-BROADBAND-AS),94.12.225.x/24,yes,blocked,blocked,none,2017-07-27
5607 (BSKYB-BROADBAND-AS),2a02:c7d:90xx::/40,no,blocked,blocked,/56,2017-07-27
5089 (NTL),82.36.107.x/24,yes,blocked,blocked,none,2017-07-27
2856 (BT-UK-AS),165.120.164.x/24,yes,blocked,blocked,none,2017-07-27
25135 (vodafone_uk_asn),85.255.237.x/24,yes,rewritten,rewritten,none,2017-07-27
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-07-27
5089 (NTL),81.102.216.x/24,yes,blocked,blocked,none,2017-07-27
9105 (TISCALI-UK),79.75.1.x/24,yes,received,received,/8,2017-07-27
42004 (ULGRP-AS),195.8.192.x/24,yes,received,received,none,2017-07-27
42004 (ULGRP-AS),2a00:19d8:xx::/40,no,received,received,/16,2017-07-27
2856 (BT-UK-AS),195.171.242.x/24,yes,blocked,blocked,none,2017-07-27
42973 (MANCHESTERMETRONET),51.179.162.x/24,yes,blocked,blocked,none,2017-07-27
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.113.x/24,yes,blocked,blocked,none,2017-07-27
25135 (vodafone_uk_asn),85.255.237.x/24,yes,rewritten,rewritten,none,2017-07-27
9105 (TISCALI-UK),79.75.1.x/24,yes,received,received,/8,2017-07-27
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-07-27
2856 (BT-UK-AS),81.148.170.x/24,yes,rewritten,rewritten,none,2017-07-27
5089 (NTL),86.28.232.x/24,yes,blocked,blocked,none,2017-07-27
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-07-26
6871 (Plusnet),146.90.176.x/24,yes,rewritten,rewritten,none,2017-07-26
20860 (IOMART-AS),95.154.201.x/24,yes,unknown,unknown,none,2017-07-26
2856 (BT-UK-AS),109.148.53.x/24,yes,blocked,blocked,none,2017-07-26
13285 (OPALTELECOM-AS),2.99.252.x/24,yes,rewritten,rewritten,none,2017-07-26
5607 (BSKYB-BROADBAND-AS),5.64.135.x/24,yes,unknown,blocked,none,2017-07-26
5089 (NTL),82.3.2.x/24,yes,blocked,blocked,none,2017-07-26
13285 (OPALTELECOM-AS),78.148.78.x/24,yes,rewritten,rewritten,none,2017-07-26
60339 (H3GUK),92.40.43.x/24,yes,rewritten,rewritten,none,2017-07-26
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.66.x/24,yes,blocked,blocked,none,2017-07-26
13285 (OPALTELECOM-AS),2.99.252.x/24,yes,rewritten,rewritten,none,2017-07-26
5503 (RMIFL),194.154.22.x/24,no,blocked,blocked,/25,2017-07-26
5503 (RMIFL),217.181.16.x/24,no,unknown,unknown,none,2017-07-26
13285 (OPALTELECOM-AS),92.26.103.x/24,yes,rewritten,rewritten,none,2017-07-26
6871 (Plusnet),146.90.109.x/24,yes,rewritten,rewritten,none,2017-07-26
56329 (GIGACLEAR),46.227.149.x/24,yes,rewritten,rewritten,none,2017-07-26
9105 (TISCALI-UK),79.75.1.x/24,yes,received,received,/8,2017-07-26
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-26
12576 (ORANGE-PCS),213.205.198.x/24,yes,rewritten,rewritten,none,2017-07-26
5607 (BSKYB-BROADBAND-AS),94.10.94.x/24,yes,blocked,blocked,none,2017-07-26
5607 (BSKYB-BROADBAND-AS),2a02:c7d:8exx::/40,no,blocked,blocked,/64,2017-07-26
2856 (BT-UK-AS),109.148.53.x/24,yes,blocked,blocked,none,2017-07-26
25135 (vodafone_uk_asn),148.252.128.x/24,yes,rewritten,rewritten,none,2017-07-26
5607 (BSKYB-BROADBAND-AS),2.127.230.x/24,yes,blocked,blocked,none,2017-07-26
5607 (BSKYB-BROADBAND-AS),2a02:c7d:8cxx::/40,no,blocked,blocked,/64,2017-07-26
5089 (NTL),77.98.166.x/24,yes,blocked,blocked,none,2017-07-26
5089 (NTL),77.99.239.x/24,yes,unknown,blocked,none,2017-07-26
9105 (TISCALI-UK),79.75.1.x/24,yes,received,received,none,2017-07-26
25135 (vodafone_uk_asn),148.252.128.x/24,yes,rewritten,rewritten,none,2017-07-26
2856 (BT-UK-AS),86.173.230.x/24,yes,rewritten,rewritten,none,2017-07-26
2856 (BT-UK-AS),2a00:23c4:d7xx::/40,no,blocked,blocked,/64,2017-07-26
25135 (vodafone_uk_asn),148.252.128.x/24,yes,rewritten,rewritten,none,2017-07-26
5089 (NTL),77.98.166.x/24,yes,unknown,blocked,none,2017-07-26
6871 (Plusnet),51.6.221.x/24,yes,unknown,unknown,none,2017-07-25
5089 (NTL),82.28.86.x/24,yes,blocked,blocked,none,2017-07-25
2856 (BT-UK-AS),195.171.242.x/24,yes,blocked,blocked,none,2017-07-25
2856 (BT-UK-AS),81.157.223.x/24,yes,blocked,blocked,none,2017-07-25
5378,90.255.170.x/24,yes,blocked,blocked,none,2017-07-25
5089 (NTL),82.26.72.x/24,yes,blocked,blocked,none,2017-07-25
13285 (OPALTELECOM-AS),78.148.78.x/24,yes,rewritten,rewritten,none,2017-07-25
6871 (Plusnet),143.159.94.x/24,yes,blocked,blocked,none,2017-07-25
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-25
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-25
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.67.x/24,yes,blocked,blocked,none,2017-07-25
13285 (OPALTELECOM-AS),78.148.78.x/24,yes,rewritten,rewritten,none,2017-07-25
9105 (TISCALI-UK),212.139.95.x/24,yes,rewritten,rewritten,none,2017-07-25
12576 (ORANGE-PCS),213.205.251.x/24,yes,rewritten,rewritten,none,2017-07-25
13285 (OPALTELECOM-AS),2.99.252.x/24,yes,rewritten,rewritten,none,2017-07-25
2856 (BT-UK-AS),86.173.230.x/24,yes,rewritten,rewritten,none,2017-07-25
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-07-25
2856 (BT-UK-AS),217.43.8.x/24,yes,blocked,blocked,none,2017-07-25
2856 (BT-UK-AS),86.148.219.x/24,yes,blocked,blocked,none,2017-07-25
786 (JANET),193.61.148.x/24,yes,blocked,blocked,none,2017-07-25
25135 (vodafone_uk_asn),85.255.233.x/24,yes,rewritten,rewritten,none,2017-07-25
2856 (BT-UK-AS),31.53.25.x/24,yes,blocked,blocked,none,2017-07-25
2856 (BT-UK-AS),2a00:23c1:bfxx::/40,no,blocked,blocked,/56,2017-07-25
12576 (ORANGE-PCS),213.205.194.x/24,yes,rewritten,rewritten,none,2017-07-25
2856 (BT-UK-AS),86.166.43.x/24,yes,unknown,unknown,none,2017-07-25
39326 (HSO-GROUP),80.71.13.x/24,yes,unknown,unknown,none,2017-07-25
786 (JANET),193.61.154.x/24,no,blocked,blocked,/19,2017-07-25
5413 (AS5413),89.145.253.x/24,yes,rewritten,rewritten,none,2017-07-25
25135 (vodafone_uk_asn),185.69.144.x/24,yes,rewritten,rewritten,none,2017-07-25
9105 (TISCALI-UK),79.75.1.x/24,yes,received,received,/8,2017-07-25
2856 (BT-UK-AS),217.42.114.x/24,yes,blocked,blocked,none,2017-07-25
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-07-25
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,blocked,blocked,none,2017-07-25
13037 (ZEN-AS),82.71.26.x/24,yes,blocked,blocked,none,2017-07-25
25135 (vodafone_uk_asn),185.69.144.x/24,yes,rewritten,rewritten,none,2017-07-25
5089 (NTL),77.99.239.x/24,yes,unknown,blocked,none,2017-07-25
5089 (NTL),77.103.25.x/24,yes,blocked,blocked,none,2017-07-25
6939 (HURRICANE),2001:470:6exx::/40,no,blocked,blocked,/48,2017-07-25
25310 (ASN-CWACCESS),84.9.183.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),5.64.215.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),2a02:c7f:2xx::/40,no,blocked,blocked,/56,2017-07-24
6871 (Plusnet),46.208.127.x/24,yes,blocked,blocked,none,2017-07-24
13285 (OPALTELECOM-AS),2.99.252.x/24,yes,rewritten,rewritten,none,2017-07-24
2856 (BT-UK-AS),217.42.114.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),90.214.41.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),2a02:c7d:31xx::/40,no,blocked,blocked,/112,2017-07-24
6871 (Plusnet),143.159.94.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),2a02:c7f:32xx::/40,no,blocked,blocked,/64,2017-07-24
9105 (TISCALI-UK),79.76.216.x/24,yes,rewritten,rewritten,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),5.65.23.x/24,yes,blocked,blocked,none,2017-07-24
13285 (OPALTELECOM-AS),78.148.78.x/24,yes,rewritten,rewritten,none,2017-07-24
13037 (ZEN-AS),82.71.26.x/24,yes,blocked,blocked,none,2017-07-24
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.62.x/24,yes,blocked,blocked,none,2017-07-24
5089 (NTL),82.26.72.x/24,yes,blocked,blocked,none,2017-07-24
2856 (BT-UK-AS),86.145.76.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),2.127.230.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),2a02:c7d:8cxx::/40,no,blocked,blocked,/64,2017-07-24
25180 (EXPONENTIAL-E-AS),31.221.114.x/24,yes,rewritten,rewritten,none,2017-07-24
60339 (H3GUK),92.40.248.x/24,yes,rewritten,rewritten,none,2017-07-24
9105 (TISCALI-UK),79.75.1.x/24,yes,received,received,/8,2017-07-24
6871 (Plusnet),91.125.198.x/24,yes,blocked,blocked,none,2017-07-24
2856 (BT-UK-AS),86.181.86.x/24,yes,unknown,rewritten,none,2017-07-24
2856 (BT-UK-AS),2a00:23c3:12xx::/40,no,blocked,blocked,/64,2017-07-24
25135 (vodafone_uk_asn),85.255.236.x/24,yes,rewritten,rewritten,none,2017-07-24
16082 (SPITFIRE),87.224.70.x/24,yes,unknown,unknown,none,2017-07-24
25180 (EXPONENTIAL-E-AS),5.148.8.x/24,yes,rewritten,rewritten,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),176.24.11.x/24,yes,blocked,blocked,none,2017-07-24
5607 (BSKYB-BROADBAND-AS),2a02:c7f:dexx::/40,no,blocked,blocked,/64,2017-07-24
2856 (BT-UK-AS),86.140.214.x/24,yes,blocked,blocked,none,2017-07-24
41811 (CONVERGENCE-GROUP),137.221.128.x/24,yes,unknown,unknown,none,2017-07-24
13037 (ZEN-AS),82.71.26.x/24,yes,blocked,blocked,none,2017-07-24
2856 (BT-UK-AS),217.42.114.x/24,yes,blocked,blocked,none,2017-07-24
