ASN,Client Prefix,NAT,Spoof Private,Spoof Routable,Adjacency Spoofing,Date
14061 (DIGITALOCEAN-ASN),46.101.23.x/24,yes,unknown,unknown,none,2017-10-12
5607 (BSKYB-BROADBAND-AS),90.193.218.x/24,yes,unknown,unknown,none,2017-10-12
5607 (BSKYB-BROADBAND-AS),2a02:c7d:bbxx::/40,no,blocked,blocked,/64,2017-10-12
13213 (UK2NET-AS),82.163.79.x/24,no,unknown,unknown,none,2017-10-12
31655 (ASN-GammaTelecom),185.21.209.x/24,yes,unknown,unknown,none,2017-10-12
13285 (OPALTELECOM-AS),78.148.65.x/24,yes,rewritten,rewritten,none,2017-10-12
25310 (ASN-CWACCESS),84.9.183.x/24,yes,unknown,unknown,none,2017-10-12
13213 (UK2NET-AS),196.52.84.x/24,yes,unknown,unknown,none,2017-10-12
5089 (NTL),86.19.215.x/24,yes,rewritten,rewritten,none,2017-10-12
20860 (IOMART-AS),87.117.199.x/24,yes,unknown,unknown,none,2017-10-12
13213 (UK2NET-AS),196.52.84.x/24,yes,unknown,unknown,none,2017-10-12
13037 (ZEN-AS),82.71.33.x/24,yes,unknown,unknown,none,2017-10-12
6871 (Plusnet),146.198.121.x/24,yes,unknown,unknown,none,2017-10-12
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,unknown,unknown,none,2017-10-12
2856 (BT-UK-AS),31.51.240.x/24,yes,unknown,unknown,none,2017-10-12
2856 (BT-UK-AS),2a00:23c1:bfxx::/40,no,blocked,blocked,/56,2017-10-12
2856 (BT-UK-AS),81.158.112.x/24,yes,unknown,unknown,none,2017-10-12
20860 (IOMART-AS),78.129.243.x/24,yes,unknown,unknown,none,2017-10-12
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,unknown,unknown,none,2017-10-12
5089 (NTL),82.28.86.x/24,yes,unknown,unknown,none,2017-10-12
56329 (GIGACLEAR),46.227.149.x/24,yes,rewritten,rewritten,none,2017-10-12
5089 (NTL),86.25.184.x/24,yes,unknown,unknown,none,2017-10-12
6871 (Plusnet),51.7.14.x/24,yes,rewritten,rewritten,none,2017-10-12
5503 (RMIFL),194.154.22.x/24,no,unknown,unknown,/19,2017-10-12
9009 (M247),89.238.134.x/24,yes,unknown,unknown,none,2017-10-12
2856 (BT-UK-AS),81.144.173.x/24,yes,unknown,unknown,none,2017-10-12
6871 (Plusnet),51.7.14.x/24,yes,unknown,rewritten,none,2017-10-11
6871 (Plusnet),146.198.214.x/24,yes,unknown,unknown,none,2017-10-11
20860 (IOMART-AS),95.154.201.x/24,yes,unknown,unknown,none,2017-10-11
13285 (OPALTELECOM-AS),92.24.141.x/24,yes,rewritten,rewritten,none,2017-10-11
6871 (Plusnet),46.208.160.x/24,yes,unknown,unknown,none,2017-10-11
9105 (TISCALI-UK),88.111.82.x/24,yes,rewritten,rewritten,none,2017-10-11
2856 (BT-UK-AS),86.149.4.x/24,yes,rewritten,rewritten,none,2017-10-11
2856 (BT-UK-AS),2a00:23c4:68xx::/40,no,blocked,blocked,/64,2017-10-11
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,unknown,unknown,none,2017-10-11
6871 (Plusnet),46.208.160.x/24,yes,unknown,unknown,none,2017-10-11
20860 (IOMART-AS),87.117.201.x/24,yes,unknown,unknown,none,2017-10-11
2856 (BT-UK-AS),81.158.112.x/24,yes,unknown,unknown,none,2017-10-11
13285 (OPALTELECOM-AS),78.148.65.x/24,yes,rewritten,rewritten,none,2017-10-11
41230 (ASK4),31.205.36.x/24,yes,unknown,unknown,none,2017-10-11
5607 (BSKYB-BROADBAND-AS),90.203.231.x/24,yes,unknown,unknown,none,2017-10-11
5607 (BSKYB-BROADBAND-AS),2a02:c7d:12xx::/40,no,blocked,blocked,none,2017-10-11
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-10-11
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.103.x/24,yes,unknown,unknown,none,2017-10-11
2856 (BT-UK-AS),86.165.33.x/24,yes,unknown,unknown,none,2017-10-11
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,unknown,unknown,none,2017-10-11
25180 (EXPONENTIAL-E-AS),5.148.8.x/24,yes,rewritten,rewritten,none,2017-10-11
5089 (NTL),82.20.247.x/24,yes,unknown,unknown,none,2017-10-11
5089 (NTL),194.168.59.x/24,yes,unknown,unknown,none,2017-10-11
20860 (IOMART-AS),87.117.198.x/24,yes,unknown,unknown,none,2017-10-11
2856 (BT-UK-AS),86.149.4.x/24,yes,rewritten,rewritten,none,2017-10-11
2856 (BT-UK-AS),2a00:23c4:68xx::/40,no,blocked,blocked,/64,2017-10-11
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-10-11
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-10-11
5089 (NTL),82.28.86.x/24,yes,unknown,unknown,none,2017-10-11
5607 (BSKYB-BROADBAND-AS),5.64.199.x/24,yes,unknown,unknown,none,2017-10-11
5607 (BSKYB-BROADBAND-AS),2a02:c7f:4cxx::/40,no,blocked,blocked,/64,2017-10-11
29446 (CHUNKYCHIPS-AS),82.146.145.x/24,yes,unknown,unknown,none,2017-10-11
2856 (BT-UK-AS),86.166.43.x/24,yes,unknown,unknown,none,2017-10-11
20860 (IOMART-AS),78.129.221.x/24,yes,unknown,unknown,none,2017-10-11
5089 (NTL),77.98.166.x/24,yes,unknown,unknown,none,2017-10-11
2529 (DEMON-INTERNET),62.49.161.x/24,yes,unknown,unknown,none,2017-10-11
5413 (AS5413),89.145.253.x/24,yes,rewritten,rewritten,none,2017-10-10
2856 (BT-UK-AS),86.179.169.x/24,yes,rewritten,rewritten,none,2017-10-10
41230 (ASK4),31.205.36.x/24,yes,unknown,unknown,none,2017-10-10
5089 (NTL),81.111.76.x/24,yes,unknown,unknown,none,2017-10-10
6871 (Plusnet),147.147.16.x/24,yes,rewritten,rewritten,none,2017-10-10
5089 (NTL),80.2.114.x/24,yes,unknown,unknown,none,2017-10-10
2856 (BT-UK-AS),86.179.169.x/24,yes,rewritten,rewritten,none,2017-10-10
5089 (NTL),86.21.74.x/24,yes,unknown,unknown,none,2017-10-10
13285 (OPALTELECOM-AS),78.148.65.x/24,yes,rewritten,rewritten,none,2017-10-10
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,unknown,unknown,none,2017-10-10
13213 (UK2NET-AS),196.52.84.x/24,yes,unknown,unknown,none,2017-10-10
2856 (BT-UK-AS),86.129.163.x/24,yes,unknown,unknown,none,2017-10-10
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-10-10
5089 (NTL),82.3.2.x/24,yes,unknown,unknown,none,2017-10-10
12496 (IDNET),212.69.53.x/24,yes,rewritten,rewritten,none,2017-10-10
20860 (IOMART-AS),95.154.201.x/24,yes,unknown,unknown,none,2017-10-10
12576 (ORANGE-PCS),178.106.212.x/24,yes,rewritten,rewritten,none,2017-10-10
12576 (ORANGE-PCS),95.149.124.x/24,yes,rewritten,rewritten,none,2017-10-10
5413 (AS5413),195.147.143.x/24,yes,rewritten,rewritten,none,2017-10-10
25180 (EXPONENTIAL-E-AS),31.221.114.x/24,yes,unknown,rewritten,none,2017-10-10
786 (JANET),193.61.148.x/24,yes,unknown,unknown,none,2017-10-10
786 (JANET),192.76.8.x/24,yes,unknown,unknown,none,2017-10-10
786 (JANET),193.61.148.x/24,yes,unknown,unknown,none,2017-10-10
12513 (ECLIPSE),213.152.59.x/24,yes,rewritten,rewritten,none,2017-10-10
5089 (NTL),82.20.247.x/24,yes,unknown,unknown,none,2017-10-10
41811 (CONVERGENCE-GROUP),137.221.128.x/24,yes,unknown,unknown,none,2017-10-10
13285 (OPALTELECOM-AS),78.148.65.x/24,yes,rewritten,rewritten,none,2017-10-10
9105 (TISCALI-UK),212.139.95.x/24,yes,rewritten,rewritten,none,2017-10-10
20473 (AS-CHOOPA),104.238.169.x/24,yes,unknown,unknown,none,2017-10-10
16082 (SPITFIRE),87.224.70.x/24,yes,unknown,unknown,none,2017-10-09
5607 (BSKYB-BROADBAND-AS),2.217.145.x/24,yes,unknown,unknown,none,2017-10-09
5607 (BSKYB-BROADBAND-AS),2a02:c7d:1xx::/40,no,blocked,blocked,/64,2017-10-09
2856 (BT-UK-AS),86.179.154.x/24,yes,unknown,unknown,none,2017-10-09
20473 (AS-CHOOPA),104.238.169.x/24,yes,unknown,unknown,none,2017-10-09
2856 (BT-UK-AS),86.179.169.x/24,yes,rewritten,rewritten,none,2017-10-09
34934 (UKFast),80.244.179.x/24,yes,unknown,unknown,none,2017-10-09
12576 (ORANGE-PCS),213.205.195.x/24,yes,rewritten,rewritten,none,2017-10-09
5089 (NTL),86.22.240.x/24,yes,unknown,unknown,none,2017-10-09
2856 (BT-UK-AS),5.81.39.x/24,yes,unknown,unknown,none,2017-10-09
2856 (BT-UK-AS),2a00:23c0:9cxx::/40,no,blocked,blocked,none,2017-10-09
5607 (BSKYB-BROADBAND-AS),90.212.155.x/24,yes,unknown,unknown,none,2017-10-09
13285 (OPALTELECOM-AS),2.99.246.x/24,yes,rewritten,rewritten,none,2017-10-09
20860 (IOMART-AS),78.129.233.x/24,yes,unknown,unknown,none,2017-10-09
13285 (OPALTELECOM-AS),2.99.246.x/24,yes,rewritten,rewritten,none,2017-10-09
2856 (BT-UK-AS),81.144.173.x/24,yes,blocked,blocked,none,2017-10-09
6871 (Plusnet),81.174.242.x/24,yes,blocked,blocked,none,2017-10-09
5607 (BSKYB-BROADBAND-AS),2.127.230.x/24,yes,blocked,blocked,none,2017-10-09
5607 (BSKYB-BROADBAND-AS),2a02:c7d:8cxx::/40,no,blocked,blocked,/64,2017-10-09
13285 (OPALTELECOM-AS),78.148.65.x/24,yes,rewritten,rewritten,none,2017-10-09
5089 (NTL),82.28.86.x/24,yes,unknown,blocked,none,2017-10-09
34934 (UKFast),81.201.139.x/24,yes,unknown,unknown,none,2017-10-09
9105 (TISCALI-UK),79.75.10.x/24,yes,received,received,none,2017-10-09
2856 (BT-UK-AS),86.129.238.x/24,yes,blocked,blocked,none,2017-10-09
13285 (OPALTELECOM-AS),78.148.65.x/24,yes,rewritten,rewritten,none,2017-10-09
6871 (Plusnet),51.6.201.x/24,yes,blocked,blocked,none,2017-10-09
2856 (BT-UK-AS),86.179.169.x/24,yes,rewritten,rewritten,none,2017-10-08
2856 (BT-UK-AS),86.179.154.x/24,yes,blocked,blocked,none,2017-10-08
2856 (BT-UK-AS),86.144.204.x/24,yes,rewritten,rewritten,none,2017-10-08
2856 (BT-UK-AS),2a00:23c4:10xx::/40,no,blocked,blocked,/64,2017-10-08
13285 (OPALTELECOM-AS),78.145.45.x/24,yes,rewritten,rewritten,none,2017-10-08
2856 (BT-UK-AS),81.154.147.x/24,yes,rewritten,rewritten,none,2017-10-08
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-10-08
20860 (IOMART-AS),109.169.46.x/24,yes,blocked,blocked,none,2017-10-08
2856 (BT-UK-AS),86.176.100.x/24,yes,rewritten,rewritten,none,2017-10-08
12496 (IDNET),212.69.53.x/24,yes,blocked,blocked,none,2017-10-08
5607 (BSKYB-BROADBAND-AS),90.193.44.x/24,yes,blocked,blocked,none,2017-10-08
20860 (IOMART-AS),185.186.77.x/24,yes,unknown,unknown,none,2017-10-08
2856 (BT-UK-AS),2a00:23c5:bdxx::/40,no,blocked,blocked,/64,2017-10-08
5607 (BSKYB-BROADBAND-AS),90.193.44.x/24,yes,blocked,blocked,none,2017-10-08
5089 (NTL),81.111.76.x/24,yes,blocked,blocked,none,2017-10-08
5089 (NTL),82.15.58.x/24,yes,blocked,blocked,none,2017-10-08
2856 (BT-UK-AS),31.51.240.x/24,yes,blocked,blocked,none,2017-10-08
2856 (BT-UK-AS),2a00:23c1:bfxx::/40,no,blocked,blocked,/56,2017-10-08
14061 (DIGITALOCEAN-ASN),46.101.38.x/24,yes,unknown,unknown,none,2017-10-08
5089 (NTL),82.2.8.x/24,yes,blocked,blocked,none,2017-10-08
8190 (MDNX),212.2.4.x/24,yes,unknown,unknown,none,2017-10-08
6871 (Plusnet),146.198.121.x/24,yes,unknown,blocked,none,2017-10-08
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,unknown,blocked,none,2017-10-08
14061 (DIGITALOCEAN-ASN),46.101.61.x/24,yes,blocked,blocked,none,2017-10-08
2856 (BT-UK-AS),86.187.175.x/24,yes,unknown,unknown,none,2017-10-08
13285 (OPALTELECOM-AS),78.148.65.x/24,yes,rewritten,rewritten,none,2017-10-08
14061 (DIGITALOCEAN-ASN),46.101.61.x/24,yes,blocked,blocked,none,2017-10-08
14061 (DIGITALOCEAN-ASN),188.166.144.x/24,no,blocked,blocked,none,2017-10-08
34660 (IDAQ-AS),217.168.153.x/24,no,blocked,blocked,/28,2017-10-08
6939 (HURRICANE),2001:470:6bxx::/40,no,blocked,blocked,/48,2017-10-08
50056 (AI-NET),178.18.118.x/24,no,blocked,blocked,/26,2017-10-08
50056 (AI-NET),2a01:8000:1fxx::/40,no,blocked,blocked,/64,2017-10-08
9009 (M247),89.238.134.x/24,yes,blocked,blocked,none,2017-10-08
5607 (BSKYB-BROADBAND-AS),188.223.226.x/24,yes,blocked,blocked,none,2017-10-07
5607 (BSKYB-BROADBAND-AS),2a02:c7f:d2xx::/40,no,blocked,blocked,/64,2017-10-07
6871 (Plusnet),146.90.204.x/24,yes,rewritten,rewritten,none,2017-10-07
14061 (DIGITALOCEAN-ASN),46.101.76.x/24,yes,unknown,unknown,none,2017-10-07
5089 (NTL),81.108.49.x/24,yes,blocked,blocked,none,2017-10-07
2856 (BT-UK-AS),86.156.126.x/24,yes,rewritten,rewritten,none,2017-10-07
2856 (BT-UK-AS),2a00:23c5:c4xx::/40,no,blocked,blocked,/64,2017-10-07
14061 (DIGITALOCEAN-ASN),46.101.79.x/24,yes,unknown,unknown,none,2017-10-07
2856 (BT-UK-AS),86.187.167.x/24,yes,unknown,unknown,none,2017-10-07
5089 (NTL),82.20.247.x/24,yes,blocked,blocked,none,2017-10-07
5089 (NTL),82.0.182.x/24,yes,rewritten,rewritten,none,2017-10-07
13285 (OPALTELECOM-AS),78.148.65.x/24,yes,rewritten,rewritten,none,2017-10-07
5607 (BSKYB-BROADBAND-AS),90.205.155.x/24,yes,blocked,blocked,none,2017-10-07
5607 (BSKYB-BROADBAND-AS),2a02:c7d:31xx::/40,no,blocked,blocked,/64,2017-10-07
2856 (BT-UK-AS),5.80.24.x/24,yes,blocked,blocked,none,2017-10-07
5378,90.255.185.x/24,yes,blocked,blocked,none,2017-10-07
2856 (BT-UK-AS),86.143.70.x/24,yes,rewritten,rewritten,none,2017-10-07
2856 (BT-UK-AS),2a00:23c5:bdxx::/40,no,blocked,blocked,/64,2017-10-07
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-10-07
1421 (WANSECURITY),172.111.165.x/24,no,unknown,unknown,none,2017-10-07
786 (JANET),193.60.182.x/24,yes,unknown,unknown,none,2017-10-07
20860 (IOMART-AS),212.84.170.x/24,yes,blocked,blocked,none,2017-10-06
5607 (BSKYB-BROADBAND-AS),5.64.212.x/24,yes,blocked,blocked,none,2017-10-06
5607 (BSKYB-BROADBAND-AS),2a02:c7f:2xx::/40,no,blocked,blocked,/56,2017-10-06
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-10-06
9105 (TISCALI-UK),88.110.84.x/24,yes,rewritten,rewritten,none,2017-10-06
5089 (NTL),86.25.184.x/24,yes,blocked,blocked,none,2017-10-06
5413 (AS5413),212.105.162.x/24,yes,rewritten,rewritten,none,2017-10-06
31712 (GIGASTREAM-AS),83.142.39.x/24,no,blocked,blocked,/28,2017-10-06
12576 (ORANGE-PCS),109.180.224.x/24,yes,unknown,rewritten,none,2017-10-06
5089 (NTL),82.36.107.x/24,yes,blocked,blocked,none,2017-10-06
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-10-06
12390 (KINGSTON-UK-AS),83.100.143.x/24,yes,blocked,blocked,none,2017-10-06
6871 (Plusnet),91.125.119.x/24,yes,blocked,blocked,none,2017-10-06
2856 (BT-UK-AS),86.156.126.x/24,yes,rewritten,rewritten,none,2017-10-06
2856 (BT-UK-AS),2a00:23c5:c4xx::/40,no,blocked,blocked,/64,2017-10-06
2856 (BT-UK-AS),86.176.139.x/24,yes,blocked,blocked,none,2017-10-06
25180 (EXPONENTIAL-E-AS),31.221.114.x/24,yes,rewritten,rewritten,none,2017-10-06
2856 (BT-UK-AS),86.179.169.x/24,yes,rewritten,rewritten,none,2017-10-06
786 (JANET),192.41.128.x/24,yes,unknown,unknown,none,2017-10-06
5413 (AS5413),212.103.228.x/24,yes,rewritten,rewritten,none,2017-10-06
20473 (AS-CHOOPA),104.238.169.x/24,yes,unknown,unknown,none,2017-10-06
2856 (BT-UK-AS),81.138.4.x/24,yes,blocked,blocked,none,2017-10-05
5607 (BSKYB-BROADBAND-AS),5.66.1.x/24,yes,blocked,blocked,none,2017-10-05
5607 (BSKYB-BROADBAND-AS),2a02:c7f:c6xx::/40,no,blocked,blocked,/64,2017-10-05
12576 (ORANGE-PCS),109.180.224.x/24,yes,rewritten,rewritten,none,2017-10-05
2856 (BT-UK-AS),217.42.229.x/24,yes,rewritten,rewritten,none,2017-10-05
14061 (DIGITALOCEAN-ASN),46.101.23.x/24,yes,blocked,blocked,none,2017-10-05
2856 (BT-UK-AS),86.156.126.x/24,yes,rewritten,rewritten,none,2017-10-05
2856 (BT-UK-AS),2a00:23c5:c4xx::/40,no,blocked,blocked,/64,2017-10-05
5089 (NTL),82.26.72.x/24,yes,blocked,blocked,none,2017-10-05
6871 (Plusnet),46.208.160.x/24,yes,unknown,unknown,none,2017-10-05
2856 (BT-UK-AS),109.157.234.x/24,yes,blocked,blocked,none,2017-10-05
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-10-05
13213 (UK2NET-AS),82.163.79.x/24,no,blocked,blocked,none,2017-10-05
31655 (ASN-GammaTelecom),185.21.209.x/24,yes,blocked,blocked,none,2017-10-05
2856 (BT-UK-AS),81.153.113.x/24,yes,rewritten,rewritten,none,2017-10-05
9105 (TISCALI-UK),88.111.82.x/24,yes,rewritten,rewritten,none,2017-10-05
5089 (NTL),86.19.215.x/24,yes,rewritten,rewritten,none,2017-10-05
2856 (BT-UK-AS),81.156.184.x/24,yes,blocked,blocked,none,2017-10-05
25310 (ASN-CWACCESS),84.9.183.x/24,yes,blocked,blocked,none,2017-10-05
56329 (GIGACLEAR),46.227.149.x/24,yes,rewritten,rewritten,none,2017-10-05
13213 (UK2NET-AS),196.52.84.x/24,yes,blocked,blocked,none,2017-10-05
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-10-05
5503 (RMIFL),194.154.22.x/24,no,blocked,blocked,/19,2017-10-05
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-10-04
6871 (Plusnet),51.7.29.x/24,yes,unknown,rewritten,none,2017-10-04
6871 (Plusnet),146.90.226.x/24,yes,blocked,blocked,none,2017-10-04
6871 (Plusnet),51.9.4.x/24,yes,blocked,blocked,none,2017-10-04
13037 (ZEN-AS),82.71.33.x/24,yes,rewritten,rewritten,none,2017-10-04
13037 (ZEN-AS),2a02:8010:62xx::/40,no,blocked,blocked,none,2017-10-04
5089 (NTL),82.20.247.x/24,yes,blocked,blocked,none,2017-10-04
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-10-04
5089 (NTL),82.26.72.x/24,yes,blocked,blocked,none,2017-10-04
13285 (OPALTELECOM-AS),2.99.242.x/24,yes,rewritten,rewritten,none,2017-10-04
2856 (BT-UK-AS),86.166.43.x/24,yes,unknown,unknown,none,2017-10-04
2856 (BT-UK-AS),86.142.28.x/24,yes,unknown,unknown,none,2017-10-04
25180 (EXPONENTIAL-E-AS),5.148.8.x/24,yes,blocked,blocked,none,2017-10-04
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-10-04
2856 (BT-UK-AS),86.166.43.x/24,yes,unknown,unknown,none,2017-10-04
6871 (Plusnet),147.147.238.x/24,yes,rewritten,rewritten,none,2017-10-04
20860 (IOMART-AS),82.145.45.x/24,yes,unknown,unknown,none,2017-10-04
20860 (IOMART-AS),82.145.45.x/24,yes,unknown,unknown,none,2017-10-04
5607 (BSKYB-BROADBAND-AS),5.64.199.x/24,yes,blocked,blocked,none,2017-10-04
5607 (BSKYB-BROADBAND-AS),2a02:c7f:4cxx::/40,no,blocked,blocked,none,2017-10-04
29446 (CHUNKYCHIPS-AS),82.146.145.x/24,yes,blocked,blocked,none,2017-10-04
13285 (OPALTELECOM-AS),2.99.242.x/24,yes,rewritten,rewritten,none,2017-10-04
2856 (BT-UK-AS),86.179.169.x/24,yes,rewritten,rewritten,none,2017-10-04
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-10-04
2529 (DEMON-INTERNET),62.49.161.x/24,yes,blocked,blocked,none,2017-10-04
5413 (AS5413),89.145.253.x/24,yes,rewritten,rewritten,none,2017-10-03
41230 (ASK4),31.205.36.x/24,yes,blocked,blocked,none,2017-10-03
5607 (BSKYB-BROADBAND-AS),90.193.242.x/24,yes,blocked,blocked,none,2017-10-03
5607 (BSKYB-BROADBAND-AS),2a02:c7d:bbxx::/40,no,blocked,blocked,/64,2017-10-03
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-10-03
13037 (ZEN-AS),82.71.33.x/24,yes,rewritten,rewritten,none,2017-10-03
13037 (ZEN-AS),2a02:8010:62xx::/40,no,blocked,blocked,/48,2017-10-03
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-10-03
5413 (AS5413),195.147.143.x/24,yes,rewritten,rewritten,none,2017-10-03
5503 (RMIFL),194.238.49.x/24,yes,unknown,unknown,none,2017-10-03
5089 (NTL),77.98.166.x/24,yes,unknown,blocked,none,2017-10-03
14061 (DIGITALOCEAN-ASN),46.101.61.x/24,yes,blocked,blocked,none,2017-10-03
12496 (IDNET),212.69.53.x/24,yes,rewritten,rewritten,none,2017-10-03
2856 (BT-UK-AS),81.156.184.x/24,yes,blocked,blocked,none,2017-10-03
25180 (EXPONENTIAL-E-AS),31.221.114.x/24,yes,rewritten,rewritten,none,2017-10-03
31655 (ASN-GammaTelecom),195.162.100.x/24,yes,unknown,blocked,none,2017-10-03
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.41.x/24,yes,blocked,blocked,none,2017-10-03
12513 (ECLIPSE),213.152.59.x/24,yes,rewritten,rewritten,none,2017-10-03
20860 (IOMART-AS),87.117.202.x/24,yes,unknown,unknown,none,2017-10-03
41811 (CONVERGENCE-GROUP),137.221.128.x/24,yes,unknown,unknown,none,2017-10-03
20473 (AS-CHOOPA),104.238.169.x/24,yes,blocked,blocked,none,2017-10-03
16082 (SPITFIRE),87.224.70.x/24,yes,unknown,unknown,none,2017-10-02
9105 (TISCALI-UK),212.139.95.x/24,yes,rewritten,rewritten,none,2017-10-02
5607 (BSKYB-BROADBAND-AS),2.217.145.x/24,yes,blocked,blocked,none,2017-10-02
5607 (BSKYB-BROADBAND-AS),2a02:c7d:1xx::/40,no,blocked,blocked,/64,2017-10-02
5089 (NTL),82.22.149.x/24,yes,blocked,blocked,none,2017-10-02
9105 (TISCALI-UK),88.111.148.x/24,yes,rewritten,rewritten,none,2017-10-02
786 (JANET),192.76.8.x/24,yes,unknown,blocked,none,2017-10-02
25180 (EXPONENTIAL-E-AS),5.148.37.x/24,yes,unknown,unknown,none,2017-10-02
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-10-02
5607 (BSKYB-BROADBAND-AS),90.212.155.x/24,yes,blocked,blocked,none,2017-10-02
5607 (BSKYB-BROADBAND-AS),2a02:c7d:90xx::/40,no,blocked,blocked,/56,2017-10-02
6871 (Plusnet),147.147.238.x/24,yes,rewritten,rewritten,none,2017-10-02
60339 (H3GUK),92.40.249.x/24,yes,blocked,received,/9,2017-10-02
5089 (NTL),82.20.247.x/24,yes,blocked,blocked,none,2017-10-02
6871 (Plusnet),51.7.14.x/24,yes,rewritten,rewritten,none,2017-10-02
786 (JANET),192.76.8.x/24,yes,blocked,blocked,none,2017-10-02
13285 (OPALTELECOM-AS),2.96.211.x/24,yes,rewritten,rewritten,none,2017-10-02
31655 (ASN-GammaTelecom),164.39.212.x/24,yes,unknown,unknown,none,2017-10-02
6871 (Plusnet),81.174.242.x/24,yes,blocked,blocked,none,2017-10-02
42831 (UKSERVERS-AS),37.9.63.x/24,yes,blocked,blocked,none,2017-10-02
6871 (Plusnet),146.199.237.x/24,yes,rewritten,rewritten,none,2017-10-02
31655 (ASN-GammaTelecom),164.39.212.x/24,yes,unknown,unknown,none,2017-10-02
56478 (BCUBE-AS),88.98.241.x/24,yes,rewritten,rewritten,none,2017-10-02
786 (JANET),128.240.225.x/24,yes,unknown,unknown,none,2017-10-02
5089 (NTL),82.28.86.x/24,yes,blocked,blocked,none,2017-10-02
29180 (O2-ONLINE-AS),82.132.235.x/24,yes,blocked,blocked,none,2017-10-01
12576 (ORANGE-PCS),31.78.67.x/24,yes,rewritten,rewritten,none,2017-10-01
12576 (ORANGE-PCS),95.149.236.x/24,yes,rewritten,rewritten,none,2017-10-01
2856 (BT-UK-AS),86.163.53.x/24,yes,rewritten,rewritten,none,2017-10-01
5089 (NTL),82.20.247.x/24,yes,blocked,blocked,none,2017-10-01
56478 (BCUBE-AS),88.98.241.x/24,yes,rewritten,rewritten,none,2017-10-01
5089 (NTL),86.21.74.x/24,yes,blocked,blocked,none,2017-09-30
6871 (Plusnet),146.198.121.x/24,yes,blocked,blocked,none,2017-09-30
25178 (KEYCOM-AS),109.246.140.x/24,yes,blocked,blocked,none,2017-09-30
5607 (BSKYB-BROADBAND-AS),188.223.226.x/24,yes,blocked,blocked,none,2017-09-30
5607 (BSKYB-BROADBAND-AS),2a02:c7f:d2xx::/40,no,blocked,blocked,/64,2017-09-30
13213 (UK2NET-AS),196.52.84.x/24,yes,blocked,blocked,none,2017-09-30
5089 (NTL),80.2.114.x/24,yes,blocked,blocked,none,2017-09-30
5089 (NTL),82.2.8.x/24,yes,blocked,blocked,none,2017-09-30
5607 (BSKYB-BROADBAND-AS),2.219.18.x/24,yes,blocked,blocked,none,2017-09-30
5607 (BSKYB-BROADBAND-AS),2a02:c7d:31xx::/40,no,blocked,blocked,/64,2017-09-30
60339 (H3GUK),92.40.248.x/24,yes,rewritten,rewritten,none,2017-09-30
2856 (BT-UK-AS),86.143.70.x/24,yes,rewritten,rewritten,none,2017-09-30
2856 (BT-UK-AS),2a00:23c5:bdxx::/40,no,blocked,blocked,/64,2017-09-30
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-09-30
8075 (MICROSOFT-CORP-MSN-AS-BLOCK),51.140.64.x/24,yes,blocked,blocked,none,2017-09-30
2856 (BT-UK-AS),86.145.31.x/24,yes,blocked,blocked,none,2017-09-30
2856 (BT-UK-AS),5.80.24.x/24,yes,blocked,blocked,none,2017-09-30
13285 (OPALTELECOM-AS),78.144.182.x/24,yes,rewritten,rewritten,none,2017-09-29
9105 (TISCALI-UK),79.75.10.x/24,yes,received,received,/8,2017-09-29
41230 (ASK4),31.205.36.x/24,yes,unknown,blocked,none,2017-09-29
6871 (Plusnet),80.229.114.x/24,yes,rewritten,rewritten,none,2017-09-29
2856 (BT-UK-AS),81.156.184.x/24,yes,blocked,blocked,none,2017-09-29
