ASN,Client Prefix,NAT,Spoof Private,Spoof Routable,Adjacency Spoofing,Date
6805 (TDDE-ASN1),78.52.203.x/24,yes,blocked,blocked,none,2017-07-24
6805 (TDDE-ASN1),78.52.203.x/24,yes,blocked,blocked,none,2017-07-24
6830 (LGI-UPC),109.91.35.x/24,yes,blocked,blocked,none,2017-07-24
6830 (LGI-UPC),2a02:908:cxx::/40,no,blocked,blocked,/64,2017-07-24
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-07-24
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),46.165.251.x/24,yes,blocked,blocked,none,2017-07-24
42652 (DELUNET),156.67.138.x/24,yes,rewritten,rewritten,none,2017-07-24
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-24
6805 (TDDE-ASN1),95.113.206.x/24,yes,blocked,blocked,none,2017-07-24
6939 (HURRICANE),2002:5f71:cexx::/40,no,blocked,blocked,/104,2017-07-24
28753 (LEASEWEB-DE),178.162.198.x/24,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),2a00:c98:20xx::/40,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),178.162.198.x/24,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),2a00:c98:20xx::/40,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),178.162.198.x/24,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),2a00:c98:20xx::/40,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),84.16.242.x/24,yes,,,,2017-07-24
28753 (LEASEWEB-DE),2a00:c98:20xx::/40,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),84.16.242.x/24,yes,blocked,blocked,none,2017-07-24
28753 (LEASEWEB-DE),2a00:c98:20xx::/40,yes,blocked,blocked,none,2017-07-24
31334 (KABELDEUTSCHLAND-AS),91.65.148.x/24,yes,unknown,unknown,none,2017-07-24
3209 (VODANET),92.209.35.x/24,yes,blocked,blocked,none,2017-07-24
3320 (DTAG),79.193.223.x/24,yes,rewritten,rewritten,none,2017-07-24
553 (BELWUE),134.34.7.x/24,yes,unknown,unknown,none,2017-07-24
21413 (ENVIA-TEL-AS),77.235.168.x/24,yes,blocked,blocked,none,2017-07-24
21413 (ENVIA-TEL-AS),77.235.168.x/24,yes,blocked,blocked,none,2017-07-24
553 (BELWUE),141.10.85.x/24,no,blocked,blocked,/26,2017-07-24
28753 (LEASEWEB-DE),178.162.199.x/24,yes,blocked,blocked,none,2017-07-24
21413 (ENVIA-TEL-AS),77.235.168.x/24,yes,blocked,blocked,none,2017-07-24
553 (BELWUE),141.10.85.x/24,no,blocked,blocked,/26,2017-07-24
6805 (TDDE-ASN1),78.52.203.x/24,yes,blocked,blocked,none,2017-07-24
6805 (TDDE-ASN1),95.113.240.x/24,yes,blocked,blocked,none,2017-07-23
6939 (HURRICANE),2002:5f71:f0xx::/40,no,blocked,blocked,/64,2017-07-23
42652 (DELUNET),156.67.136.x/24,yes,rewritten,rewritten,none,2017-07-23
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-23
8881 (VERSATEL),89.27.237.x/24,yes,unknown,unknown,none,2017-07-23
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-07-23
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-07-23
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-07-23
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-07-23
8881 (VERSATEL),87.122.12.x/24,yes,blocked,blocked,none,2017-07-23
3209 (VODANET),92.73.253.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),95.114.9.x/24,yes,,,,2017-07-23
6939 (HURRICANE),2002:5f72:9xx::/40,no,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),78.52.196.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),92.229.84.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),78.52.196.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),78.52.196.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),78.52.196.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),78.52.196.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),78.52.196.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),78.52.196.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),78.52.197.x/24,yes,blocked,blocked,none,2017-07-23
21413 (ENVIA-TEL-AS),77.235.168.x/24,yes,blocked,blocked,none,2017-07-23
6805 (TDDE-ASN1),85.178.169.x/24,yes,blocked,blocked,none,2017-07-23
14061 (DIGITALOCEAN-ASN),46.101.240.x/24,no,blocked,blocked,none,2017-07-23
24940 (HETZNER-AS),46.4.103.x/24,no,blocked,blocked,/25,2017-07-23
24940 (HETZNER-AS),2a01:4f8:1xx::/40,no,blocked,blocked,/64,2017-07-23
24940 (HETZNER-AS),176.9.149.x/24,no,blocked,blocked,/26,2017-07-23
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-07-23
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-07-23
3209 (VODANET),94.220.1.x/24,yes,unknown,blocked,none,2017-07-22
3209 (VODANET),94.220.1.x/24,yes,unknown,blocked,none,2017-07-22
42652 (DELUNET),188.210.57.x/24,yes,rewritten,rewritten,none,2017-07-22
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-22
6805 (TDDE-ASN1),78.52.22.x/24,yes,blocked,blocked,none,2017-07-22
3320 (DTAG),79.224.233.x/24,yes,unknown,unknown,none,2017-07-22
6805 (TDDE-ASN1),78.52.22.x/24,yes,blocked,blocked,none,2017-07-22
31334 (KABELDEUTSCHLAND-AS),31.17.148.x/24,yes,blocked,blocked,none,2017-07-22
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-07-22
6805 (TDDE-ASN1),92.229.84.x/24,yes,blocked,blocked,none,2017-07-22
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-07-22
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-07-22
8881 (VERSATEL),89.27.237.x/24,yes,blocked,blocked,none,2017-07-22
8881 (VERSATEL),89.27.237.x/24,yes,blocked,blocked,none,2017-07-22
21413 (ENVIA-TEL-AS),77.235.168.x/24,yes,blocked,blocked,none,2017-07-22
3209 (VODANET),178.7.40.x/24,yes,blocked,blocked,none,2017-07-21
8881 (VERSATEL),89.27.237.x/24,yes,unknown,unknown,none,2017-07-21
15943 (WTNET-AS),84.46.40.x/24,yes,rewritten,rewritten,none,2017-07-21
8881 (VERSATEL),46.189.28.x/24,yes,blocked,blocked,none,2017-07-21
3320 (DTAG),93.244.22.x/24,yes,blocked,blocked,none,2017-07-21
6805 (TDDE-ASN1),92.229.84.x/24,yes,blocked,blocked,none,2017-07-21
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-07-21
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-07-21
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,/23,2017-07-21
6805 (TDDE-ASN1),95.114.111.x/24,yes,blocked,blocked,none,2017-07-21
30823 (COMBAHTON),5.1.80.x/24,no,received,received,/8,2017-07-21
30823 (COMBAHTON),2a01:367:c1xx::/40,no,received,received,/16,2017-07-21
3320 (DTAG),91.14.149.x/24,yes,blocked,blocked,none,2017-07-21
31334 (KABELDEUTSCHLAND-AS),95.91.255.x/24,yes,blocked,blocked,none,2017-07-21
6805 (TDDE-ASN1),78.53.14.x/24,yes,blocked,blocked,none,2017-07-21
6805 (TDDE-ASN1),78.53.14.x/24,yes,blocked,blocked,none,2017-07-21
21413 (ENVIA-TEL-AS),77.235.168.x/24,yes,blocked,blocked,none,2017-07-21
12337 (NORIS-NETWORK),62.128.1.x/24,yes,blocked,blocked,none,2017-07-21
12337 (NORIS-NETWORK),2001:780:xx::/40,no,blocked,blocked,/64,2017-07-21
42652 (DELUNET),156.67.138.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.137.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.137.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.137.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.139.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.136.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.137.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.136.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),156.67.138.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.139.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),156.67.139.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-20
42652 (DELUNET),156.67.139.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.139.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.137.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),156.67.136.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),188.210.58.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),188.210.57.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),188.210.56.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),188.210.56.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,unknown,unknown,none,2017-07-20
42652 (DELUNET),188.210.59.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-20
42652 (DELUNET),188.210.59.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-20
42652 (DELUNET),188.210.59.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-20
42652 (DELUNET),188.210.59.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-20
3209 (VODANET),188.108.231.x/24,yes,blocked,blocked,none,2017-07-20
42652 (DELUNET),188.210.57.x/24,yes,rewritten,rewritten,none,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-20
42652 (DELUNET),188.210.58.x/24,yes,,,,2017-07-20
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-20
6805 (TDDE-ASN1),78.53.8.x/24,yes,blocked,blocked,none,2017-07-20
6805 (TDDE-ASN1),78.53.8.x/24,yes,blocked,blocked,none,2017-07-20
553 (BELWUE),141.58.30.x/24,no,blocked,blocked,none,2017-07-20
8881 (VERSATEL),89.27.237.x/24,yes,blocked,blocked,none,2017-07-20
30823 (COMBAHTON),5.1.80.x/24,no,blocked,blocked,none,2017-07-20
3209 (VODANET),178.7.40.x/24,yes,rewritten,rewritten,none,2017-07-20
3320 (DTAG),88.128.81.x/24,yes,unknown,unknown,none,2017-07-20
6805 (TDDE-ASN1),92.224.48.x/24,yes,blocked,blocked,none,2017-07-20
8365 (MANDA),130.83.106.x/24,no,unknown,unknown,none,2017-07-20
8365 (MANDA),2001:41b8:8xx::/40,no,blocked,blocked,none,2017-07-20
50629 (LWLCOM),31.209.95.x/24,yes,rewritten,rewritten,none,2017-07-20
3320 (DTAG),84.136.243.x/24,yes,blocked,blocked,none,2017-07-20
6805 (TDDE-ASN1),78.53.4.x/24,yes,blocked,blocked,none,2017-07-19
6805 (TDDE-ASN1),78.53.4.x/24,yes,blocked,blocked,none,2017-07-19
42652 (DELUNET),188.210.58.x/24,yes,,,,2017-07-19
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-19
42652 (DELUNET),188.210.59.x/24,yes,,,,2017-07-19
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-19
35244 (KMS-DE_AS),77.47.118.x/24,yes,blocked,blocked,none,2017-07-19
35244 (KMS-DE_AS),2001:4c50:1xx::/40,no,blocked,blocked,/56,2017-07-19
3320 (DTAG),80.187.106.x/24,yes,unknown,unknown,none,2017-07-19
42652 (DELUNET),188.210.58.x/24,yes,rewritten,rewritten,none,2017-07-19
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-19
42652 (DELUNET),188.210.59.x/24,yes,rewritten,rewritten,none,2017-07-19
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-19
42652 (DELUNET),188.210.56.x/24,yes,rewritten,rewritten,none,2017-07-19
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-19
3320 (DTAG),93.244.22.x/24,yes,blocked,blocked,none,2017-07-19
6805 (TDDE-ASN1),92.224.48.x/24,yes,blocked,blocked,none,2017-07-19
31334 (KABELDEUTSCHLAND-AS),95.91.238.x/24,yes,rewritten,rewritten,none,2017-07-19
3209 (VODANET),188.107.173.x/24,yes,blocked,blocked,none,2017-07-19
31334 (KABELDEUTSCHLAND-AS),95.91.225.x/24,yes,rewritten,rewritten,none,2017-07-19
31334 (KABELDEUTSCHLAND-AS),2a02:8108:4axx::/40,no,blocked,blocked,/64,2017-07-19
21413 (ENVIA-TEL-AS),37.247.76.x/24,yes,blocked,blocked,none,2017-07-19
3209 (VODANET),188.107.173.x/24,yes,blocked,blocked,none,2017-07-19
3320 (DTAG),93.244.22.x/24,yes,blocked,blocked,none,2017-07-19
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-07-18
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-18
6805 (TDDE-ASN1),89.14.140.x/24,yes,rewritten,rewritten,none,2017-07-18
8881 (VERSATEL),89.27.237.x/24,yes,unknown,unknown,none,2017-07-18
3209 (VODANET),88.69.145.x/24,yes,blocked,blocked,none,2017-07-18
3320 (DTAG),84.136.243.x/24,yes,blocked,blocked,none,2017-07-18
3320 (DTAG),2003:62:44xx::/40,no,blocked,blocked,/72,2017-07-18
42652 (DELUNET),188.210.58.x/24,yes,rewritten,rewritten,none,2017-07-18
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-18
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-07-18
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-07-18
6805 (TDDE-ASN1),92.229.95.x/24,yes,blocked,blocked,none,2017-07-18
28753 (LEASEWEB-DE),84.16.242.x/24,yes,blocked,blocked,none,2017-07-18
28753 (LEASEWEB-DE),2a00:c98:20xx::/40,yes,blocked,blocked,none,2017-07-18
29562 (KabelBW-ASN),5.158.140.x/24,yes,rewritten,blocked,none,2017-07-18
6830 (LGI-UPC),5.146.156.x/24,yes,blocked,blocked,none,2017-07-18
3320 (DTAG),79.242.111.x/24,yes,blocked,blocked,none,2017-07-18
6805 (TDDE-ASN1),92.229.87.x/24,yes,blocked,blocked,none,2017-07-18
12337 (NORIS-NETWORK),62.128.1.x/24,yes,blocked,blocked,none,2017-07-18
12337 (NORIS-NETWORK),2001:780:xx::/40,no,blocked,blocked,/56,2017-07-18
553 (BELWUE),134.34.80.x/24,yes,unknown,unknown,none,2017-07-18
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-07-17
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-17
6830 (LGI-UPC),109.91.35.x/24,yes,blocked,blocked,none,2017-07-17
6830 (LGI-UPC),2a02:908:cxx::/40,no,blocked,blocked,none,2017-07-17
42652 (DELUNET),188.210.57.x/24,yes,rewritten,rewritten,none,2017-07-17
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-17
31334 (KABELDEUTSCHLAND-AS),31.17.148.x/24,yes,blocked,blocked,none,2017-07-17
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-07-17
42652 (DELUNET),188.210.57.x/24,yes,rewritten,rewritten,none,2017-07-17
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-17
31334 (KABELDEUTSCHLAND-AS),31.17.148.x/24,yes,blocked,blocked,none,2017-07-17
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-07-17
6805 (TDDE-ASN1),78.52.16.x/24,yes,blocked,blocked,none,2017-07-17
6805 (TDDE-ASN1),78.52.16.x/24,yes,blocked,blocked,none,2017-07-17
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-07-17
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-07-17
51167 (CONTABO),91.205.175.x/24,no,blocked,blocked,/8,2017-07-17
6805 (TDDE-ASN1),77.186.133.x/24,yes,blocked,blocked,none,2017-07-17
6805 (TDDE-ASN1),77.186.133.x/24,yes,blocked,blocked,none,2017-07-17
3209 (VODANET),88.68.21.x/24,yes,blocked,blocked,none,2017-07-17
6805 (TDDE-ASN1),92.229.90.x/24,yes,blocked,blocked,none,2017-07-17
6805 (TDDE-ASN1),95.113.252.x/24,yes,blocked,blocked,none,2017-07-17
31334 (KABELDEUTSCHLAND-AS),91.65.148.x/24,yes,unknown,unknown,none,2017-07-17
3320 (DTAG),79.193.223.x/24,yes,rewritten,rewritten,none,2017-07-17
3320 (DTAG),84.165.113.x/24,yes,blocked,blocked,none,2017-07-17
3320 (DTAG),87.175.174.x/24,yes,blocked,blocked,none,2017-07-17
3320 (DTAG),2003:d8:6bxx::/40,no,blocked,blocked,/56,2017-07-17
553 (BELWUE),134.34.5.x/24,no,unknown,unknown,none,2017-07-17
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-07-16
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-16
42652 (DELUNET),156.67.136.x/24,yes,rewritten,rewritten,none,2017-07-16
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-16
3209 (VODANET),92.213.1.x/24,yes,blocked,blocked,none,2017-07-16
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-07-16
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-07-16
8881 (VERSATEL),89.245.54.x/24,yes,blocked,blocked,none,2017-07-16
6805 (TDDE-ASN1),92.229.80.x/24,yes,blocked,blocked,none,2017-07-16
6805 (TDDE-ASN1),78.52.240.x/24,yes,blocked,blocked,none,2017-07-16
6805 (TDDE-ASN1),78.52.240.x/24,yes,blocked,blocked,none,2017-07-16
6805 (TDDE-ASN1),78.52.240.x/24,yes,blocked,blocked,none,2017-07-16
3209 (VODANET),92.213.1.x/24,yes,blocked,blocked,none,2017-07-16
6805 (TDDE-ASN1),78.52.240.x/24,yes,blocked,blocked,none,2017-07-16
6805 (TDDE-ASN1),78.52.240.x/24,yes,blocked,blocked,none,2017-07-16
6805 (TDDE-ASN1),78.52.240.x/24,yes,blocked,blocked,none,2017-07-16
6805 (TDDE-ASN1),78.53.40.x/24,yes,blocked,blocked,none,2017-07-16
14061 (DIGITALOCEAN-ASN),46.101.240.x/24,no,blocked,blocked,none,2017-07-16
24940 (HETZNER-AS),46.4.103.x/24,no,blocked,blocked,/25,2017-07-16
24940 (HETZNER-AS),2a01:4f8:1xx::/40,no,blocked,blocked,/64,2017-07-16
24940 (HETZNER-AS),176.9.149.x/24,no,blocked,blocked,/26,2017-07-16
3320 (DTAG),46.83.33.x/24,yes,rewritten,rewritten,none,2017-07-15
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-15
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-07-15
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-07-15
3320 (DTAG),91.54.4.x/24,yes,blocked,blocked,none,2017-07-15
6805 (TDDE-ASN1),78.52.233.x/24,yes,blocked,blocked,none,2017-07-15
6805 (TDDE-ASN1),78.52.233.x/24,yes,blocked,blocked,none,2017-07-15
6805 (TDDE-ASN1),78.52.233.x/24,yes,blocked,blocked,none,2017-07-15
3209 (VODANET),88.77.163.x/24,yes,blocked,blocked,none,2017-07-15
3320 (DTAG),88.128.80.x/24,yes,unknown,unknown,none,2017-07-15
6805 (TDDE-ASN1),92.229.94.x/24,yes,blocked,blocked,none,2017-07-15
3320 (DTAG),79.224.226.x/24,yes,unknown,unknown,none,2017-07-15
31334 (KABELDEUTSCHLAND-AS),31.17.148.x/24,yes,blocked,blocked,none,2017-07-15
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-07-15
3320 (DTAG),88.128.81.x/24,yes,unknown,unknown,none,2017-07-15
3320 (DTAG),88.128.81.x/24,yes,unknown,unknown,none,2017-07-15
6805 (TDDE-ASN1),78.52.233.x/24,yes,blocked,blocked,none,2017-07-15
8881 (VERSATEL),89.27.237.x/24,yes,unknown,unknown,none,2017-07-15
3320 (DTAG),46.83.38.x/24,yes,rewritten,rewritten,none,2017-07-14
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-14
31334 (KABELDEUTSCHLAND-AS),77.22.143.x/24,yes,blocked,blocked,none,2017-07-14
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-07-14
6805 (TDDE-ASN1),78.52.232.x/24,yes,blocked,blocked,none,2017-07-14
6805 (TDDE-ASN1),78.52.232.x/24,yes,blocked,blocked,none,2017-07-14
6805 (TDDE-ASN1),78.52.232.x/24,yes,blocked,blocked,none,2017-07-14
31334 (KABELDEUTSCHLAND-AS),31.17.148.x/24,yes,blocked,blocked,none,2017-07-14
6939 (HURRICANE),2001:470:1fxx::/40,no,blocked,blocked,/64,2017-07-14
8881 (VERSATEL),89.27.237.x/24,yes,unknown,unknown,none,2017-07-14
3320 (DTAG),91.34.196.x/24,yes,blocked,blocked,none,2017-07-14
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,none,2017-07-14
3320 (DTAG),93.254.115.x/24,yes,blocked,blocked,none,2017-07-14
3320 (DTAG),2003:6:51xx::/40,yes,blocked,blocked,none,2017-07-14
3320 (DTAG),91.14.154.x/24,yes,blocked,blocked,none,2017-07-14
3320 (DTAG),87.175.174.x/24,yes,rewritten,rewritten,none,2017-07-14
6805 (TDDE-ASN1),78.52.232.x/24,yes,blocked,blocked,none,2017-07-14
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-07-13
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-13
24961 (MYLOC-AS),89.163.225.x/24,no,blocked,blocked,/19,2017-07-13
24961 (MYLOC-AS),2001:4ba0:ffxx::/40,no,received,received,/16,2017-07-13
15943 (WTNET-AS),46.59.220.x/24,yes,rewritten,rewritten,none,2017-07-13
3209 (VODANET),188.108.234.x/24,yes,blocked,blocked,none,2017-07-13
3320 (DTAG),84.136.243.x/24,yes,blocked,blocked,none,2017-07-13
5605 (NETUSE),195.244.232.x/24,yes,unknown,unknown,none,2017-07-13
6805 (TDDE-ASN1),77.2.179.x/24,yes,blocked,blocked,none,2017-07-13
8881 (VERSATEL),89.27.237.x/24,yes,blocked,blocked,none,2017-07-13
6805 (TDDE-ASN1),78.52.233.x/24,yes,blocked,blocked,none,2017-07-13
6805 (TDDE-ASN1),78.52.233.x/24,yes,blocked,blocked,none,2017-07-13
12337 (NORIS-NETWORK),62.128.1.x/24,yes,blocked,blocked,none,2017-07-13
12337 (NORIS-NETWORK),2001:780:xx::/40,no,blocked,blocked,/56,2017-07-13
8365 (MANDA),130.83.109.x/24,no,unknown,unknown,none,2017-07-13
8365 (MANDA),2001:41b8:8xx::/40,no,blocked,blocked,/40,2017-07-13
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-07-13
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-07-13
8767 (MNET-AS),62.245.156.x/24,yes,unknown,unknown,none,2017-07-13
50629 (LWLCOM),31.209.95.x/24,yes,rewritten,rewritten,none,2017-07-13
8881 (VERSATEL),89.27.237.x/24,yes,unknown,unknown,none,2017-07-13
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-07-13
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-13
3320 (DTAG),46.83.39.x/24,yes,rewritten,rewritten,none,2017-07-12
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-12
3320 (DTAG),46.83.39.x/24,yes,rewritten,rewritten,none,2017-07-12
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,none,2017-07-12
3320 (DTAG),93.254.115.x/24,yes,blocked,blocked,none,2017-07-12
3320 (DTAG),2003:6:51xx::/40,yes,blocked,blocked,none,2017-07-12
3320 (DTAG),46.83.42.x/24,yes,rewritten,rewritten,none,2017-07-12
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,none,2017-07-12
42652 (DELUNET),156.67.138.x/24,yes,rewritten,rewritten,none,2017-07-12
42652 (DELUNET),2a01:5c0:xx::/40,no,blocked,blocked,/64,2017-07-12
6805 (TDDE-ASN1),92.229.83.x/24,yes,blocked,blocked,none,2017-07-12
3320 (DTAG),84.188.43.x/24,yes,blocked,blocked,none,2017-07-12
3320 (DTAG),2003:ce:c3xx::/40,no,blocked,blocked,/56,2017-07-12
3320 (DTAG),46.83.42.x/24,yes,rewritten,rewritten,none,2017-07-12
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-07-12
