ASN,Client Prefix,NAT,Spoof Private,Spoof Routable,Adjacency Spoofing,Date
202018 (DIGITALOCEAN-ASN-3),46.101.240.x/24,no,blocked,blocked,none,2017-11-05
24940 (HETZNER-AS),46.4.103.x/24,no,blocked,blocked,/25,2017-11-05
24940 (HETZNER-AS),2a01:4f8:1xx::/40,no,blocked,blocked,/64,2017-11-05
3320 (DTAG),79.223.59.x/24,yes,blocked,blocked,none,2017-11-05
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-11-05
3320 (DTAG),79.223.36.x/24,yes,,,,2017-11-05
3320 (DTAG),2003:73:afxx::/40,no,unknown,unknown,none,2017-11-05
3320 (DTAG),217.244.139.x/24,yes,rewritten,rewritten,none,2017-11-05
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-11-05
3320 (DTAG),79.223.44.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-11-04
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),2003:6:41xx::/40,yes,blocked,blocked,none,2017-11-04
3209 (VODANET),84.63.205.x/24,yes,blocked,blocked,none,2017-11-04
3209 (VODANET),84.63.205.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),93.253.159.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),79.223.53.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-11-04
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-11-04
6805 (TDDE-ASN1),85.179.203.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),2003:6:41xx::/40,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),91.63.23.x/24,yes,blocked,blocked,none,2017-11-04
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-11-04
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-11-04
553 (BELWUE),141.10.85.x/24,no,blocked,blocked,none,2017-11-04
3320 (DTAG),91.14.158.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),80.136.165.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),79.208.161.x/24,yes,rewritten,rewritten,none,2017-11-04
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-11-04
16202 (PRIMACOM-AS),92.206.202.x/24,yes,blocked,blocked,none,2017-11-04
16202 (PRIMACOM-AS),92.206.202.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),79.223.57.x/24,yes,blocked,blocked,none,2017-11-04
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-11-04
3320 (DTAG),46.83.42.x/24,yes,rewritten,rewritten,none,2017-11-04
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-11-04
36351 (SOFTLAYER),169.50.44.x/24,no,blocked,blocked,none,2017-11-03
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),2003:6:41xx::/40,yes,blocked,blocked,none,2017-11-03
3209 (VODANET),88.75.31.x/24,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),79.223.41.x/24,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-11-03
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-03
29562 (KabelBW-ASN),109.192.193.x/24,yes,blocked,blocked,none,2017-11-03
29562 (KabelBW-ASN),2a02:8070:51xx::/40,no,blocked,blocked,/104,2017-11-03
6663 (TTI-NET),31.210.10.x/24,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),2003:6:41xx::/40,yes,blocked,blocked,none,2017-11-03
3320 (DTAG),46.83.41.x/24,yes,rewritten,rewritten,none,2017-11-03
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-11-03
553 (BELWUE),141.10.85.x/24,no,blocked,blocked,/26,2017-11-02
13101 (TNG-AS),86.103.218.x/24,yes,blocked,blocked,none,2017-11-02
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-02
3320 (DTAG),2003:6:41xx::/40,yes,blocked,blocked,none,2017-11-02
3209 (VODANET),146.60.54.x/24,yes,blocked,blocked,none,2017-11-02
3320 (DTAG),91.54.12.x/24,yes,blocked,blocked,none,2017-11-02
31334 (KABELDEUTSCHLAND-AS),95.91.254.x/24,yes,rewritten,rewritten,none,2017-11-02
6805 (TDDE-ASN1),77.186.21.x/24,yes,blocked,blocked,none,2017-11-02
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-11-02
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-11-02
3320 (DTAG),84.133.208.x/24,yes,rewritten,rewritten,none,2017-11-02
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-11-02
3209 (VODANET),146.60.54.x/24,yes,blocked,blocked,none,2017-11-02
31334 (KABELDEUTSCHLAND-AS),91.65.148.x/24,yes,unknown,unknown,none,2017-11-02
5605 (NETUSE),195.244.232.x/24,yes,unknown,unknown,none,2017-11-02
3320 (DTAG),80.136.165.x/24,yes,blocked,blocked,none,2017-11-02
3320 (DTAG),79.223.36.x/24,yes,blocked,blocked,none,2017-11-02
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-11-02
3320 (DTAG),46.83.40.x/24,yes,rewritten,rewritten,none,2017-11-02
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-11-02
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),2003:6:41xx::/40,yes,blocked,blocked,none,2017-11-01
49009 (FFHH),193.96.224.x/24,yes,blocked,blocked,none,2017-11-01
49009 (FFHH),2a03:2267:xx::/40,no,blocked,blocked,/64,2017-11-01
49009 (FFHH),193.96.224.x/24,yes,blocked,blocked,none,2017-11-01
49009 (FFHH),2a03:2267:xx::/40,no,blocked,blocked,/32,2017-11-01
6805 (TDDE-ASN1),78.52.146.x/24,yes,blocked,blocked,none,2017-11-01
49009 (FFHH),193.96.224.x/24,yes,blocked,blocked,none,2017-11-01
49009 (FFHH),2a03:2267:xx::/40,no,blocked,blocked,/32,2017-11-01
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-11-01
31334 (KABELDEUTSCHLAND-AS),2a02:8108:45xx::/40,no,blocked,blocked,/56,2017-11-01
3209 (VODANET),88.69.158.x/24,yes,blocked,blocked,none,2017-11-01
3209 (VODANET),88.69.158.x/24,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),2003:6:41xx::/40,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),93.252.33.x/24,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),2003:6:41xx::/40,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),79.219.140.x/24,yes,blocked,received,none,2017-11-01
3320 (DTAG),2003:c8:dbxx::/40,no,blocked,blocked,/64,2017-11-01
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-11-01
680 (DFN),130.149.235.x/24,yes,blocked,blocked,none,2017-11-01
680 (DFN),2001:638:8xx::/40,no,blocked,blocked,/64,2017-11-01
680 (DFN),130.149.235.x/24,yes,blocked,blocked,none,2017-11-01
8365 (MANDA),130.83.219.x/24,yes,,,,2017-11-01
8365 (MANDA),2001:41b8:8xx::/40,no,blocked,blocked,none,2017-11-01
8365 (MANDA),130.83.219.x/24,yes,,,,2017-11-01
8365 (MANDA),2001:41b8:8xx::/40,no,blocked,blocked,none,2017-11-01
3320 (DTAG),79.223.57.x/24,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-11-01
3320 (DTAG),217.244.130.x/24,yes,rewritten,rewritten,none,2017-11-01
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-11-01
3320 (DTAG),217.244.131.x/24,yes,rewritten,rewritten,none,2017-11-01
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-11-01
6805 (TDDE-ASN1),77.178.188.x/24,yes,rewritten,rewritten,none,2017-11-01
3320 (DTAG),80.136.165.x/24,yes,blocked,blocked,none,2017-11-01
3320 (DTAG),2003:88:69xx::/40,no,blocked,blocked,/56,2017-11-01
3320 (DTAG),79.208.173.x/24,yes,rewritten,rewritten,none,2017-11-01
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-11-01
8881 (VERSATEL),88.130.95.x/24,yes,blocked,blocked,none,2017-11-01
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-11-01
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-11-01
3320 (DTAG),46.83.41.x/24,yes,rewritten,rewritten,none,2017-11-01
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-11-01
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-11-01
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-11-01
3320 (DTAG),79.223.53.x/24,yes,blocked,blocked,none,2017-10-31
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-31
3320 (DTAG),79.219.140.x/24,yes,blocked,blocked,none,2017-10-31
3320 (DTAG),2003:c8:dbxx::/40,no,blocked,blocked,/64,2017-10-31
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-10-31
3209 (VODANET),88.77.166.x/24,yes,blocked,blocked,none,2017-10-31
50629 (LWLCOM),31.209.95.x/24,yes,rewritten,rewritten,none,2017-10-31
3320 (DTAG),84.181.169.x/24,yes,blocked,blocked,none,2017-10-31
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/120,2017-10-31
3320 (DTAG),80.136.165.x/24,yes,blocked,blocked,none,2017-10-31
3320 (DTAG),2003:88:69xx::/40,no,blocked,blocked,/56,2017-10-31
3320 (DTAG),79.223.33.x/24,yes,blocked,blocked,none,2017-10-31
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-10-31
3320 (DTAG),84.133.208.x/24,yes,rewritten,rewritten,none,2017-10-31
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-31
8881 (VERSATEL),88.130.81.x/24,yes,blocked,blocked,none,2017-10-31
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,/23,2017-10-31
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,blocked,blocked,none,2017-10-31
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-31
3320 (DTAG),46.83.43.x/24,yes,rewritten,rewritten,none,2017-10-31
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-31
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,blocked,blocked,none,2017-10-30
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-30
3209 (VODANET),84.63.202.x/24,yes,blocked,blocked,none,2017-10-30
31334 (KABELDEUTSCHLAND-AS),90.187.39.x/24,yes,blocked,blocked,none,2017-10-30
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-10-30
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,none,2017-10-30
3320 (DTAG),79.208.173.x/24,yes,rewritten,rewritten,none,2017-10-30
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-30
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-30
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-30
3320 (DTAG),217.244.130.x/24,yes,rewritten,rewritten,none,2017-10-30
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,none,2017-10-30
3320 (DTAG),217.244.130.x/24,yes,rewritten,rewritten,none,2017-10-30
6805 (TDDE-ASN1),92.224.63.x/24,yes,blocked,blocked,none,2017-10-30
553 (BELWUE),134.34.7.x/24,yes,unknown,unknown,none,2017-10-30
3320 (DTAG),79.223.50.x/24,yes,blocked,blocked,none,2017-10-30
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/112,2017-10-30
553 (BELWUE),141.70.82.x/24,yes,unknown,unknown,none,2017-10-30
6805 (TDDE-ASN1),77.188.10.x/24,yes,blocked,blocked,none,2017-10-30
3320 (DTAG),217.244.136.x/24,yes,rewritten,rewritten,none,2017-10-30
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-30
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-10-30
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-10-30
8881 (VERSATEL),83.135.121.x/24,yes,blocked,blocked,none,2017-10-30
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,blocked,blocked,none,2017-10-30
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-30
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-10-30
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-10-30
3320 (DTAG),46.83.43.x/24,yes,rewritten,rewritten,none,2017-10-30
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-30
34549 (MEER-AS),178.251.230.x/24,no,blocked,received,none,2017-10-29
34549 (MEER-AS),2a00:f820:xx::/40,no,received,received,/16,2017-10-29
3320 (DTAG),79.223.53.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-29
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-10-29
31334 (KABELDEUTSCHLAND-AS),2a02:8108:45xx::/40,no,blocked,blocked,/56,2017-10-29
3209 (VODANET),84.59.200.x/24,yes,blocked,blocked,none,2017-10-29
24940 (HETZNER-AS),176.9.149.x/24,no,blocked,blocked,/26,2017-10-29
3320 (DTAG),79.219.140.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),2003:c8:dbxx::/40,no,blocked,blocked,/64,2017-10-29
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-10-29
31334 (KABELDEUTSCHLAND-AS),2a02:8108:45xx::/40,no,blocked,blocked,/56,2017-10-29
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),79.223.63.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-10-29
8881 (VERSATEL),83.135.87.x/24,yes,blocked,blocked,none,2017-10-29
6805 (TDDE-ASN1),78.52.197.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),79.208.169.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),91.60.2.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),79.208.172.x/24,yes,rewritten,rewritten,none,2017-10-29
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-29
3320 (DTAG),93.236.149.x/24,yes,unknown,unknown,none,2017-10-29
3320 (DTAG),79.208.172.x/24,yes,,,,2017-10-29
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-29
34953 (RELAIX),46.183.103.x/24,yes,unknown,unknown,none,2017-10-29
3320 (DTAG),87.161.59.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),2003:c8:dbxx::/40,no,blocked,blocked,/64,2017-10-29
3320 (DTAG),79.208.170.x/24,yes,rewritten,rewritten,none,2017-10-29
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-29
3320 (DTAG),79.208.170.x/24,yes,,,,2017-10-29
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-29
6805 (TDDE-ASN1),85.179.222.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),84.133.208.x/24,yes,rewritten,rewritten,none,2017-10-29
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-29
3320 (DTAG),79.219.141.x/24,yes,blocked,blocked,none,2017-10-29
3320 (DTAG),2003:c8:dbxx::/40,no,blocked,blocked,/64,2017-10-29
202018 (DIGITALOCEAN-ASN-3),46.101.240.x/24,no,blocked,blocked,none,2017-10-29
8881 (VERSATEL),87.122.77.x/24,yes,blocked,blocked,none,2017-10-29
24940 (HETZNER-AS),46.4.103.x/24,no,blocked,blocked,/25,2017-10-29
24940 (HETZNER-AS),2a01:4f8:1xx::/40,no,blocked,blocked,/64,2017-10-29
3320 (DTAG),217.244.131.x/24,yes,rewritten,rewritten,none,2017-10-29
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-29
3320 (DTAG),217.244.132.x/24,yes,rewritten,rewritten,none,2017-10-28
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-28
3320 (DTAG),87.161.56.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),2003:c8:dbxx::/40,no,blocked,blocked,/64,2017-10-28
3209 (VODANET),84.59.200.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),93.253.141.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),84.181.161.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-10-28
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),87.161.51.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),2003:c8:dbxx::/40,no,blocked,blocked,/64,2017-10-28
3209 (VODANET),84.59.200.x/24,yes,blocked,blocked,none,2017-10-28
6805 (TDDE-ASN1),77.186.126.x/24,yes,blocked,blocked,none,2017-10-28
3209 (VODANET),84.59.200.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),46.83.43.x/24,yes,rewritten,rewritten,none,2017-10-28
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-28
3320 (DTAG),87.161.50.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),2003:c8:dbxx::/40,no,blocked,blocked,none,2017-10-28
3320 (DTAG),79.223.41.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-10-28
3209 (VODANET),84.59.200.x/24,yes,blocked,blocked,none,2017-10-28
3320 (DTAG),79.208.175.x/24,yes,,,,2017-10-28
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/56,2017-10-28
3320 (DTAG),79.208.175.x/24,yes,unknown,unknown,none,2017-10-28
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-10-28
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-10-28
3320 (DTAG),91.14.154.x/24,yes,blocked,blocked,none,2017-10-28
8881 (VERSATEL),83.135.115.x/24,yes,blocked,blocked,none,2017-10-28
8881 (VERSATEL),87.122.68.x/24,yes,blocked,blocked,none,2017-10-28
29562 (KabelBW-ASN),109.192.193.x/24,yes,blocked,blocked,none,2017-10-27
29562 (KabelBW-ASN),2a02:8070:51xx::/40,no,blocked,blocked,/104,2017-10-27
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-27
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-27
3320 (DTAG),84.181.173.x/24,yes,blocked,blocked,none,2017-10-27
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-10-27
6805 (TDDE-ASN1),77.186.79.x/24,yes,blocked,blocked,none,2017-10-27
3320 (DTAG),93.193.37.x/24,yes,blocked,blocked,none,2017-10-27
3209 (VODANET),84.59.131.x/24,yes,blocked,blocked,none,2017-10-27
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-27
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-27
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,,,,2017-10-27
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-10-27
8881 (VERSATEL),89.247.61.x/24,yes,blocked,blocked,none,2017-10-27
3209 (VODANET),92.211.70.x/24,yes,blocked,blocked,none,2017-10-26
60294 (DE-DGW),185.22.140.x/24,yes,rewritten,rewritten,none,2017-10-26
553 (BELWUE),141.10.85.x/24,no,blocked,blocked,/27,2017-10-26
13101 (TNG-AS),86.103.222.x/24,yes,blocked,blocked,none,2017-10-26
60294 (DE-DGW),185.22.140.x/24,yes,rewritten,rewritten,none,2017-10-26
3209 (VODANET),84.56.211.x/24,yes,blocked,blocked,none,2017-10-26
3320 (DTAG),84.181.170.x/24,yes,blocked,blocked,none,2017-10-26
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-10-26
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-10-26
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-10-26
31334 (KABELDEUTSCHLAND-AS),95.91.254.x/24,yes,rewritten,rewritten,none,2017-10-26
6805 (TDDE-ASN1),77.177.57.x/24,yes,rewritten,rewritten,none,2017-10-26
3209 (VODANET),84.56.211.x/24,yes,blocked,blocked,none,2017-10-26
3209 (VODANET),84.56.211.x/24,yes,blocked,blocked,none,2017-10-26
31334 (KABELDEUTSCHLAND-AS),91.65.148.x/24,yes,unknown,unknown,none,2017-10-26
5605 (NETUSE),195.244.232.x/24,yes,unknown,unknown,none,2017-10-26
3209 (VODANET),84.56.211.x/24,yes,blocked,blocked,none,2017-10-26
3320 (DTAG),84.133.212.x/24,yes,blocked,blocked,none,2017-10-26
3320 (DTAG),84.133.212.x/24,yes,blocked,blocked,none,2017-10-26
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/56,2017-10-26
8881 (VERSATEL),87.122.71.x/24,yes,blocked,blocked,none,2017-10-26
6830 (LGI-UPC),109.91.36.x/24,yes,blocked,blocked,none,2017-10-25
6830 (LGI-UPC),2a02:908:cxx::/40,no,blocked,blocked,/64,2017-10-25
6805 (TDDE-ASN1),78.52.235.x/24,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),80.136.161.x/24,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),2003:88:69xx::/40,no,blocked,blocked,/56,2017-10-25
8972 (PLUSSERVER-AS),188.138.1.x/24,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),84.181.175.x/24,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-25
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),84.133.210.x/24,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),79.208.173.x/24,yes,rewritten,rewritten,none,2017-10-25
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-25
3320 (DTAG),87.135.25.x/24,yes,,,,2017-10-25
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-25
6805 (TDDE-ASN1),85.179.91.x/24,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),84.181.175.x/24,yes,blocked,blocked,none,2017-10-25
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-10-25
3209 (VODANET),84.59.145.x/24,yes,blocked,blocked,none,2017-10-25
3209 (VODANET),84.59.145.x/24,yes,blocked,blocked,none,2017-10-25
8881 (VERSATEL),89.246.197.x/24,yes,blocked,blocked,none,2017-10-25
680 (DFN),130.149.235.x/24,yes,blocked,blocked,none,2017-10-25
680 (DFN),2001:638:8xx::/40,no,blocked,blocked,/64,2017-10-25
3320 (DTAG),80.187.111.x/24,yes,unknown,unknown,none,2017-10-25
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-10-24
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-10-24
3320 (DTAG),80.187.110.x/24,yes,unknown,unknown,none,2017-10-24
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-10-24
6805 (TDDE-ASN1),77.186.58.x/24,yes,blocked,blocked,none,2017-10-24
3209 (VODANET),88.69.150.x/24,yes,blocked,blocked,none,2017-10-24
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-24
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-24
3320 (DTAG),84.181.175.x/24,yes,blocked,blocked,none,2017-10-24
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-10-24
50629 (LWLCOM),31.209.95.x/24,yes,rewritten,rewritten,none,2017-10-24
8365 (MANDA),130.83.218.x/24,yes,unknown,unknown,none,2017-10-24
8365 (MANDA),2001:41b8:8xx::/40,no,blocked,blocked,/40,2017-10-24
3320 (DTAG),84.133.209.x/24,yes,rewritten,rewritten,none,2017-10-24
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-24
3209 (VODANET),88.69.150.x/24,yes,blocked,blocked,none,2017-10-24
8881 (VERSATEL),89.245.232.x/24,yes,blocked,blocked,none,2017-10-24
6830 (LGI-UPC),37.201.154.x/24,yes,rewritten,rewritten,none,2017-10-24
6830 (LGI-UPC),37.201.154.x/24,yes,rewritten,rewritten,none,2017-10-24
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,/23,2017-10-24
3320 (DTAG),84.181.166.x/24,yes,blocked,blocked,none,2017-10-23
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/120,2017-10-23
3320 (DTAG),84.156.143.x/24,yes,blocked,blocked,none,2017-10-23
3320 (DTAG),2003:43:4exx::/40,no,blocked,blocked,/88,2017-10-23
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,blocked,blocked,none,2017-10-23
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-23
